KEGG	Compound	Enzyme	Enzyme Name	Gene Name	Entrez
C03028	Thiamin triphosphate	3.6.1.28	thiamine-triphosphatase	THTPA	79178
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT2B11	10720
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT2A1	10941
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT2B28	54490
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT1A10	54575
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT1A8	54576
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT1A7	54577
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT1A6	54578
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT1A5	54579
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT1A9	54600
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT1A4	54657
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT1A1	54658
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT1A3	54659
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT2A2	574537
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT2B4	7363
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT2B7	7364
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT2B10	7365
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT2B15	7366
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT2B17	7367
C03033	beta-D-Glucuronoside	2.4.1.17	glucuronosyltransferase	UGT2A3	79799
C03033	beta-D-Glucuronoside	3.2.1.31	beta-glucuronidase	GUSB	2990
C03033	beta-D-Glucuronoside	3.2.1.31	beta-glucuronidase	KL	9365
C03035	gamma-Linolenoyl-CoA	1.14.19.3	acyl-CoA 6-desaturase	FADS2	9415
C03035	gamma-Linolenoyl-CoA	3.1.2.2	palmitoyl-CoA hydrolase	ACOT2	10965
C03035	gamma-Linolenoyl-CoA	3.1.2.2	palmitoyl-CoA hydrolase	ACOT7	11332
C03035	gamma-Linolenoyl-CoA	3.1.2.2	palmitoyl-CoA hydrolase	THEM4	117145
C03035	gamma-Linolenoyl-CoA	3.1.2.2	palmitoyl-CoA hydrolase	ACOT4	122970
C03035	gamma-Linolenoyl-CoA	3.1.2.2	palmitoyl-CoA hydrolase	THEM5	284486
C03035	gamma-Linolenoyl-CoA	3.1.2.2	palmitoyl-CoA hydrolase	BAAT	570
C03035	gamma-Linolenoyl-CoA	3.1.2.2	palmitoyl-CoA hydrolase	ACOT1	641371
C03069	3-Methylcrotonyl-CoA	1.3.8.4	isovaleryl-CoA dehydrogenase	IVD	3712
C03069	3-Methylcrotonyl-CoA	1.3.8.7	medium-chain acyl-CoA dehydrogenase	ACADM	34
C03069	3-Methylcrotonyl-CoA	2.3.1.16	acetyl-CoA C-acyltransferase	ACAA2	10449
C03069	3-Methylcrotonyl-CoA	2.3.1.16	acetyl-CoA C-acyltransferase	ACAA1	30
C03069	3-Methylcrotonyl-CoA	2.3.1.16	acetyl-CoA C-acyltransferase	HADHB	3032
C03069	3-Methylcrotonyl-CoA	4.2.1.17	enoyl-CoA hydratase	ECHS1	1892
C03069	3-Methylcrotonyl-CoA	4.2.1.17	enoyl-CoA hydratase	EHHADH	1962
C03069	3-Methylcrotonyl-CoA	4.2.1.17	enoyl-CoA hydratase	HADHA	3030
C03069	3-Methylcrotonyl-CoA	6.4.1.4	methylcrotonoyl-CoA carboxylase	MCCC1	56922
C03069	3-Methylcrotonyl-CoA	6.4.1.4	methylcrotonoyl-CoA carboxylase	MCCC2	64087
C03090	5-Phosphoribosylamine	2.4.2.14	amidophosphoribosyltransferase	PPAT	5471
C03090	5-Phosphoribosylamine	6.3.4.13	phosphoribosylamine---glycine ligase	GART	2618
C03150	Nicotinamide-beta-riboside	1.10.5.1	ribosyldihydronicotinamide dehydrogenase (quinone)	NQO2	4835
C03150	Nicotinamide-beta-riboside	2.4.2.1	purine-nucleoside phosphorylase	PNP	4860
C03150	Nicotinamide-beta-riboside	2.7.1.22	ribosylnicotinamide kinase	NMRK2	27231
C03150	Nicotinamide-beta-riboside	2.7.1.22	ribosylnicotinamide kinase	NMRK1	54981
C03150	Nicotinamide-beta-riboside	3.1.3.5	5'-nucleotidase	NT5C1B-RDH14	100526794
C03150	Nicotinamide-beta-riboside	3.1.3.5	5'-nucleotidase	NT5C3B	115024
C03150	Nicotinamide-beta-riboside	3.1.3.5	5'-nucleotidase	NT5C2	22978
C03150	Nicotinamide-beta-riboside	3.1.3.5	5'-nucleotidase	NT5C	30833
C03150	Nicotinamide-beta-riboside	3.1.3.5	5'-nucleotidase	NT5E	4907
C03150	Nicotinamide-beta-riboside	3.1.3.5	5'-nucleotidase	NT5C3A	51251
C03150	Nicotinamide-beta-riboside	3.1.3.5	5'-nucleotidase	ACP3	55
C03150	Nicotinamide-beta-riboside	3.1.3.5	5'-nucleotidase	NT5M	56953
C03150	Nicotinamide-beta-riboside	3.1.3.5	5'-nucleotidase	NT5C1A	84618
C03150	Nicotinamide-beta-riboside	3.1.3.5	5'-nucleotidase	NT5C1B	93034
C03196	(S)-2-Hydroxyglutarate	1.1.99.2	L-2-hydroxyglutarate dehydrogenase	L2HGDH	79944
C03205	11-Deoxycorticosterone	1.1.1.145	3beta-hydroxy-Delta5-steroid dehydrogenase	HSD3B1	3283
C03205	11-Deoxycorticosterone	1.1.1.145	3beta-hydroxy-Delta5-steroid dehydrogenase	HSD3B2	3284
C03205	11-Deoxycorticosterone	1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	SRD5A1	6715
C03205	11-Deoxycorticosterone	1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	SRD5A2	6716
C03205	11-Deoxycorticosterone	1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	SRD5A3	79644
C03205	11-Deoxycorticosterone	1.14.14.16	steroid 21-monooxygenase	CYP21A2	1589
C03205	11-Deoxycorticosterone	1.14.15.4	steroid 11beta-monooxygenase	CYP11B1	1584
C03205	11-Deoxycorticosterone	1.14.15.4	steroid 11beta-monooxygenase	CYP11B2	1585
C03205	11-Deoxycorticosterone	5.3.3.1	steroid Delta-isomerase	HSD3B1	3283
C03205	11-Deoxycorticosterone	5.3.3.1	steroid Delta-isomerase	HSD3B2	3284
C03221	2-trans-Dodecenoyl-CoA	1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)	MECR	51102
C03221	2-trans-Dodecenoyl-CoA	1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)	PECR	55825
C03221	2-trans-Dodecenoyl-CoA	1.3.3.6	acyl-CoA oxidase	ACOX1	51
C03221	2-trans-Dodecenoyl-CoA	1.3.3.6	acyl-CoA oxidase	ACOX3	8310
C03221	2-trans-Dodecenoyl-CoA	1.3.8.7	medium-chain acyl-CoA dehydrogenase	ACADM	34
C03221	2-trans-Dodecenoyl-CoA	1.3.8.8	long-chain acyl-CoA dehydrogenase	ACADL	33
C03221	2-trans-Dodecenoyl-CoA	4.2.1.17	enoyl-CoA hydratase	ECHS1	1892
C03221	2-trans-Dodecenoyl-CoA	4.2.1.17	enoyl-CoA hydratase	EHHADH	1962
C03221	2-trans-Dodecenoyl-CoA	4.2.1.17	enoyl-CoA hydratase	HADHA	3030
C03221	2-trans-Dodecenoyl-CoA	5.3.3.8	Delta3-Delta2-enoyl-CoA isomerase	ECI2	10455
C03221	2-trans-Dodecenoyl-CoA	5.3.3.8	Delta3-Delta2-enoyl-CoA isomerase	ECI1	1632
C03221	2-trans-Dodecenoyl-CoA	5.3.3.8	Delta3-Delta2-enoyl-CoA isomerase	EHHADH	1962
C03227	3-Hydroxy-L-kynurenine	1.14.13.9	kynurenine 3-monooxygenase	KMO	8564
C03227	3-Hydroxy-L-kynurenine	2.6.1.7	kynurenine---oxoglutarate transaminase	AADAT	51166
C03227	3-Hydroxy-L-kynurenine	2.6.1.7	kynurenine---oxoglutarate transaminase	KYAT3	56267
C03227	3-Hydroxy-L-kynurenine	2.6.1.7	kynurenine---oxoglutarate transaminase	KYAT1	883
C03227	3-Hydroxy-L-kynurenine	3.7.1.3	kynureninase	KYNU	8942
C03231	3-Methylglutaconyl-CoA	4.2.1.18	methylglutaconyl-CoA hydratase	AUH	549
C03231	3-Methylglutaconyl-CoA	6.4.1.4	methylcrotonoyl-CoA carboxylase	MCCC1	56922
C03231	3-Methylglutaconyl-CoA	6.4.1.4	methylcrotonoyl-CoA carboxylase	MCCC2	64087
C03232	3-Phosphonooxypyruvate	1.1.1.95	phosphoglycerate dehydrogenase	PHGDH	26227
C03232	3-Phosphonooxypyruvate	2.6.1.52	phosphoserine transaminase	PSAT1	29968
C03242	Dihomo-gamma-linolenate	3.1.2.2	palmitoyl-CoA hydrolase	ACOT2	10965
C03242	Dihomo-gamma-linolenate	3.1.2.2	palmitoyl-CoA hydrolase	ACOT7	11332
C03242	Dihomo-gamma-linolenate	3.1.2.2	palmitoyl-CoA hydrolase	THEM4	117145
C03242	Dihomo-gamma-linolenate	3.1.2.2	palmitoyl-CoA hydrolase	ACOT4	122970
C03242	Dihomo-gamma-linolenate	3.1.2.2	palmitoyl-CoA hydrolase	THEM5	284486
C03242	Dihomo-gamma-linolenate	3.1.2.2	palmitoyl-CoA hydrolase	BAAT	570
C03242	Dihomo-gamma-linolenate	3.1.2.2	palmitoyl-CoA hydrolase	ACOT1	641371
C03263	Coproporphyrinogen III	1.3.3.3	coproporphyrinogen oxidase	CPOX	1371
C03263	Coproporphyrinogen III	1.3.3.15	coproporphyrinogen III oxidase (coproporphyrin-forming)	PPOX	5498
C03263	Coproporphyrinogen III	4.1.1.37	uroporphyrinogen decarboxylase	UROD	7389
C03284	L-3-Aminoisobutanoate	2.6.1.22	(S)-3-amino-2-methylpropionate transaminase	ABAT	18
C03344	2-Methylacetoacetyl-CoA	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	EHHADH	1962
C03344	2-Methylacetoacetyl-CoA	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	HSD17B10	3028
C03344	2-Methylacetoacetyl-CoA	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	HADH	3033
C03344	2-Methylacetoacetyl-CoA	1.1.1.178	3-hydroxy-2-methylbutyryl-CoA dehydrogenase	HSD17B10	3028
C03344	2-Methylacetoacetyl-CoA	2.3.1.9	acetyl-CoA C-acetyltransferase	ACAT1	38
C03344	2-Methylacetoacetyl-CoA	2.3.1.9	acetyl-CoA C-acetyltransferase	ACAT2	39
C03344	2-Methylacetoacetyl-CoA	2.3.1.16	acetyl-CoA C-acyltransferase	ACAA2	10449
C03344	2-Methylacetoacetyl-CoA	2.3.1.16	acetyl-CoA C-acyltransferase	ACAA1	30
C03344	2-Methylacetoacetyl-CoA	2.3.1.16	acetyl-CoA C-acyltransferase	HADHB	3032
C03345	2-Methylbut-2-enoyl-CoA	1.3.8.1	short-chain acyl-CoA dehydrogenase	ACADS	35
C03345	2-Methylbut-2-enoyl-CoA	1.3.8.7	medium-chain acyl-CoA dehydrogenase	ACADM	34
C03345	2-Methylbut-2-enoyl-CoA	1.3.99.12	2-methylacyl-CoA dehydrogenase	ACADSB	36
C03345	2-Methylbut-2-enoyl-CoA	4.2.1.17	enoyl-CoA hydratase	ECHS1	1892
C03345	2-Methylbut-2-enoyl-CoA	4.2.1.17	enoyl-CoA hydratase	EHHADH	1962
C03345	2-Methylbut-2-enoyl-CoA	4.2.1.17	enoyl-CoA hydratase	HADHA	3030
C03373	Aminoimidazole ribotide	4.1.1.21	phosphoribosylaminoimidazole carboxylase	PAICS	10606
C03373	Aminoimidazole ribotide	6.3.3.1	phosphoribosylformylglycinamidine cyclo-ligase	GART	2618
C03406	N-(L-Arginino)succinate	4.3.2.1	argininosuccinate lyase	ASL	435
C03406	N-(L-Arginino)succinate	6.3.4.5	argininosuccinate synthase	ASS1	445
C03451	(R)-S-Lactoylglutathione	3.1.2.6	hydroxyacylglutathione hydrolase	HAGH	3029
C03451	(R)-S-Lactoylglutathione	4.4.1.5	lactoylglutathione lyase	GLO1	2739
C03460	2-Methylprop-2-enoyl-CoA	1.3.8.1	short-chain acyl-CoA dehydrogenase	ACADS	35
C03460	2-Methylprop-2-enoyl-CoA	1.3.8.7	medium-chain acyl-CoA dehydrogenase	ACADM	34
C03460	2-Methylprop-2-enoyl-CoA	1.3.99.12	2-methylacyl-CoA dehydrogenase	ACADSB	36
C03460	2-Methylprop-2-enoyl-CoA	4.2.1.17	enoyl-CoA hydratase	ECHS1	1892
C03460	2-Methylprop-2-enoyl-CoA	4.2.1.17	enoyl-CoA hydratase	EHHADH	1962
C03460	2-Methylprop-2-enoyl-CoA	4.2.1.17	enoyl-CoA hydratase	HADHA	3030
C03479	Folinic acid	2.1.2.5	glutamate formimidoyltransferase	FTCD	10841
C03479	Folinic acid	2.1.2.10	aminomethyltransferase	AMT	275
C03479	Folinic acid	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase	ST20-MTHFS	100528021
C03479	Folinic acid	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase	MTHFS	10588
C03492	D-4'-Phosphopantothenate	2.7.1.33	pantothenate kinase	PANK1	53354
C03492	D-4'-Phosphopantothenate	2.7.1.33	pantothenate kinase	PANK4	55229
C03492	D-4'-Phosphopantothenate	2.7.1.33	pantothenate kinase	PANK3	79646
C03492	D-4'-Phosphopantothenate	2.7.1.33	pantothenate kinase	PANK2	80025
C03492	D-4'-Phosphopantothenate	6.3.2.51	phosphopantothenate---cysteine ligase (ATP)	PPCS	79717
C03508	L-2-Amino-3-oxobutanoic acid	2.3.1.29	glycine C-acetyltransferase	GCAT	23464
C03541	THF-polyglutamate	3.4.19.9	folate gamma-glutamyl hydrolase	GGH	8836
C03541	THF-polyglutamate	6.3.2.17	tetrahydrofolate synthase	FPGS	2356
C03546	myo-Inositol 4-phosphate	3.1.3.25	inositol-phosphate phosphatase	IMPA1	3612
C03546	myo-Inositol 4-phosphate	3.1.3.25	inositol-phosphate phosphatase	IMPA2	3613
C03546	myo-Inositol 4-phosphate	3.1.3.25	inositol-phosphate phosphatase	IMPAD1	54928
C03546	myo-Inositol 4-phosphate	3.1.3.57	inositol-1,4-bisphosphate 1-phosphatase	INPP1	3628
C03564	1-Pyrroline-2-carboxylate	1.4.3.3	D-amino-acid oxidase	DAO	1610
C03564	1-Pyrroline-2-carboxylate	4.2.1.77	trans-L-3-hydroxyproline dehydratase	L3HYPDH	112849
C03594	7alpha-Hydroxycholesterol	1.1.1.181	cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase	HSD3B7	80270
C03594	7alpha-Hydroxycholesterol	1.14.14.23	cholesterol 7alpha-monooxygenase	CYP7A1	1581
C03680	4-Imidazolone-5-propanoate	1.17.3.2	xanthine oxidase	XDH	7498
C03680	4-Imidazolone-5-propanoate	3.5.2.7	imidazolonepropionase	AMDHD1	144193
C03680	4-Imidazolone-5-propanoate	4.2.1.49	urocanate hydratase	UROC1	131669
C03681	5alpha-Pregnane-3,20-dione	1.1.1.149	20alpha-hydroxysteroid dehydrogenase	AKR1C1	1645
C03681	5alpha-Pregnane-3,20-dione	1.1.1.213	3alpha-hydroxysteroid 3-dehydrogenase (Re-specific)	AKR1C2	1646
C03681	5alpha-Pregnane-3,20-dione	1.1.1.213	3alpha-hydroxysteroid 3-dehydrogenase (Re-specific)	AKR1C3	8644
C03681	5alpha-Pregnane-3,20-dione	1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	SRD5A1	6715
C03681	5alpha-Pregnane-3,20-dione	1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	SRD5A2	6716
C03681	5alpha-Pregnane-3,20-dione	1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	SRD5A3	79644
C03684	6-Pyruvoyltetrahydropterin	1.1.1.21	aldehyde reductase	AKR1B1	231
C03684	6-Pyruvoyltetrahydropterin	1.1.1.21	aldehyde reductase	AKR1B10	57016
C03684	6-Pyruvoyltetrahydropterin	1.1.1.153	sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming)	SPR	6697
C03684	6-Pyruvoyltetrahydropterin	1.1.1.184	carbonyl reductase (NADPH)	CBR1	873
C03684	6-Pyruvoyltetrahydropterin	1.1.1.184	carbonyl reductase (NADPH)	CBR3	874
C03684	6-Pyruvoyltetrahydropterin	1.1.1.213	3alpha-hydroxysteroid 3-dehydrogenase (Re-specific)	AKR1C2	1646
C03684	6-Pyruvoyltetrahydropterin	1.1.1.213	3alpha-hydroxysteroid 3-dehydrogenase (Re-specific)	AKR1C3	8644
C03684	6-Pyruvoyltetrahydropterin	4.2.3.12	6-pyruvoyltetrahydropterin synthase	PTS	5805
C03722	Quinolinate	2.4.2.19	nicotinate-nucleotide diphosphorylase (carboxylating)	QPRT	23475
C03740	(5-L-Glutamyl)-L-amino acid	2.3.2.2	gamma-glutamyltransferase	GGT6	124975
C03740	(5-L-Glutamyl)-L-amino acid	2.3.2.2	gamma-glutamyltransferase	GGT1	2678
C03740	(5-L-Glutamyl)-L-amino acid	2.3.2.2	gamma-glutamyltransferase	GGT7	2686
C03740	(5-L-Glutamyl)-L-amino acid	2.3.2.2	gamma-glutamyltransferase	GGT5	2687
C03740	(5-L-Glutamyl)-L-amino acid	4.3.2.9	gamma-glutamylcyclotransferase	GGCT	79017
C03758	Dopamine	1.4.3.4	monoamine oxidase	MAOA	4128
C03758	Dopamine	1.4.3.4	monoamine oxidase	MAOB	4129
C03758	Dopamine	1.4.3.21	primary-amine oxidase	AOC2	314
C03758	Dopamine	1.4.3.21	primary-amine oxidase	AOC3	8639
C03758	Dopamine	1.14.17.1	dopamine beta-monooxygenase	DBH	1621
C03758	Dopamine	1.14.18.1	tyrosinase	TYR	7299
C03758	Dopamine	2.1.1.6	catechol O-methyltransferase	COMT	1312
C03758	Dopamine	2.1.1.6	catechol O-methyltransferase	LRTOMT	220074
C03758	Dopamine	4.1.1.28	aromatic-L-amino-acid decarboxylase	DDC	1644
C03771	5-Guanidino-2-oxopentanoate	1.4.3.3	D-amino-acid oxidase	DAO	1610
C03772	5beta-Androstane-3,17-dione	1.1.1.50	3alpha-hydroxysteroid 3-dehydrogenase (Si-specific)	AKR1C4	1109
C03772	5beta-Androstane-3,17-dione	1.3.1.3	Delta4-3-oxosteroid 5beta-reductase	AKR1D1	6718
C03793	N6,N6,N6-Trimethyl-L-lysine	1.14.11.8	trimethyllysine dioxygenase	TMLHE	55217
C03794	N6-(1,2-Dicarboxyethyl)-AMP	4.3.2.2	adenylosuccinate lyase	ADSL	158
C03794	N6-(1,2-Dicarboxyethyl)-AMP	6.3.4.4	adenylosuccinate synthase	ADSS1	122622
C03794	N6-(1,2-Dicarboxyethyl)-AMP	6.3.4.4	adenylosuccinate synthase	ADSS2	159
C03824	2-Aminomuconate semialdehyde	1.2.1.32	aminomuconate-semialdehyde dehydrogenase	ALDH8A1	64577
C03824	2-Aminomuconate semialdehyde	4.1.1.45	aminocarboxymuconate-semialdehyde decarboxylase	ACMSD	130013
C03838	5'-Phosphoribosylglycinamide	2.1.2.2	phosphoribosylglycinamide formyltransferase	GART	2618
C03838	5'-Phosphoribosylglycinamide	6.3.4.13	phosphoribosylamine---glycine ligase	GART	2618
C03845	5alpha-Cholest-8-en-3beta-ol	1.3.1.72	Delta24-sterol reductase	DHCR24	1718
C03845	5alpha-Cholest-8-en-3beta-ol	5.3.3.5	cholestenol Delta-isomerase	EBP	10682
C03892	Phosphatidylglycerophosphate	2.7.8.5	CDP-diacylglycerol---glycerol-3-phosphate 1-phosphatidyltransferase	PGS1	9489
C03917	Dihydrotestosterone	1.1.1.50	3alpha-hydroxysteroid 3-dehydrogenase (Si-specific)	AKR1C4	1109
C03917	Dihydrotestosterone	1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	SRD5A1	6715
C03917	Dihydrotestosterone	1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	SRD5A2	6716
C03917	Dihydrotestosterone	1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	SRD5A3	79644
C03990	Lithocholic acid	1.14.14.57	taurochenodeoxycholate 6alpha-hydroxylase	CYP3A4	1576
C04006	1D-myo-Inositol 3-phosphate	3.1.3.25	inositol-phosphate phosphatase	IMPA1	3612
C04006	1D-myo-Inositol 3-phosphate	3.1.3.25	inositol-phosphate phosphatase	IMPA2	3613
C04006	1D-myo-Inositol 3-phosphate	3.1.3.25	inositol-phosphate phosphatase	IMPAD1	54928
C04006	1D-myo-Inositol 3-phosphate	3.1.3.66	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	INPP4A	3631
C04006	1D-myo-Inositol 3-phosphate	3.1.3.66	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	INPP4B	8821
C04006	1D-myo-Inositol 3-phosphate	5.5.1.4	inositol-3-phosphate synthase	ISYNA1	51477
C04043	3,4-Dihydroxyphenylacetaldehyde	1.2.1.5	aldehyde dehydrogenase [NAD(P)+]	ALDH3A1	218
C04043	3,4-Dihydroxyphenylacetaldehyde	1.2.1.5	aldehyde dehydrogenase [NAD(P)+]	ALDH1A3	220
C04043	3,4-Dihydroxyphenylacetaldehyde	1.2.1.5	aldehyde dehydrogenase [NAD(P)+]	ALDH3B1	221
C04043	3,4-Dihydroxyphenylacetaldehyde	1.2.1.5	aldehyde dehydrogenase [NAD(P)+]	ALDH3B2	222
C04043	3,4-Dihydroxyphenylacetaldehyde	1.4.3.4	monoamine oxidase	MAOA	4128
C04043	3,4-Dihydroxyphenylacetaldehyde	1.4.3.4	monoamine oxidase	MAOB	4129
C04043	3,4-Dihydroxyphenylacetaldehyde	1.4.3.21	primary-amine oxidase	AOC2	314
C04043	3,4-Dihydroxyphenylacetaldehyde	1.4.3.21	primary-amine oxidase	AOC3	8639
C04051	5-Amino-4-imidazolecarboxyamide	2.4.2.7	adenine phosphoribosyltransferase	APRT	353
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.64	phosphatidylinositol-3-phosphatase	MTM1	4534
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR8	55613
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR14	64419
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR1	8776
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR3	8897
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR2	8898
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR6	9107
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR7	9108
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR4	9110
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.66	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	INPP4A	3631
C04062	D-myo-Inositol 1,3-bisphosphate	3.1.3.66	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	INPP4B	8821
C04063	D-myo-Inositol 3,4-bisphosphate	3.1.3.57	inositol-1,4-bisphosphate 1-phosphatase	INPP1	3628
C04063	D-myo-Inositol 3,4-bisphosphate	3.1.3.66	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	INPP4A	3631
C04063	D-myo-Inositol 3,4-bisphosphate	3.1.3.66	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	INPP4B	8821
C04079	N-((R)-Pantothenoyl)-L-cysteine	2.7.1.33	pantothenate kinase	PANK1	53354
C04079	N-((R)-Pantothenoyl)-L-cysteine	2.7.1.33	pantothenate kinase	PANK4	55229
C04079	N-((R)-Pantothenoyl)-L-cysteine	2.7.1.33	pantothenate kinase	PANK3	79646
C04079	N-((R)-Pantothenoyl)-L-cysteine	2.7.1.33	pantothenate kinase	PANK2	80025
C04185	5,6-Dihydroxyindole-2-carboxylate	5.3.3.12	L-dopachrome isomerase	DCT	1638
C04188	S-Methyl-5-thio-D-ribose 1-phosphate	2.4.2.28	S-methyl-5'-thioadenosine phosphorylase	MTAP	4507
C04188	S-Methyl-5-thio-D-ribose 1-phosphate	5.3.1.23	S-methyl-5-thioribose-1-phosphate isomerase	MRI1	84245
C04230	1-Acyl-sn-glycero-3-phosphocholine	2.3.1.23	1-acylglycerophosphocholine O-acyltransferase	LPCAT3	10162
C04230	1-Acyl-sn-glycero-3-phosphocholine	2.3.1.23	1-acylglycerophosphocholine O-acyltransferase	LPCAT4	254531
C04230	1-Acyl-sn-glycero-3-phosphocholine	2.3.1.23	1-acylglycerophosphocholine O-acyltransferase	LPCAT2	54947
C04230	1-Acyl-sn-glycero-3-phosphocholine	2.3.1.23	1-acylglycerophosphocholine O-acyltransferase	LPCAT1	79888
C04230	1-Acyl-sn-glycero-3-phosphocholine	2.3.1.43	phosphatidylcholine---sterol O-acyltransferase	LCAT	3931
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G4B	100137049
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLAAT3	11145
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G4E	123745
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLB1	151056
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G4F	255189
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G2D	26279
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G4D	283748
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G2E	30814
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G2C	391013
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G3	50487
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G1B	5319
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G2A	5320
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G4A	5321
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G5	5322
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G2F	64600
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G12A	81579
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G6	8398
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G10	8399
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G12B	84647
C04230	1-Acyl-sn-glycero-3-phosphocholine	3.1.1.4	phospholipase A2	PLA2G4C	8605
